"objectid","sgg_cd","sgg_nm","crtr_yr","dgnppn_idx","pmpp_idx","flod_dngr_bdst_idx","flod_dngr_ppltn_idx","flod_dngr_oalp_idx","flod_dngr_fmld_idx","flod_dngr_oldbuld_idx","flod_dngr_dpptn_idx","flod_dngr_cltv_area_idx","dstpvt_fclt_dnsy_idx","acml_dstpvt_bgt_idx","flod_dngr_idx","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
353,"41310",경기도 구리시,"2020",0.7000000000,0.6000000000,0.4000000000,0.8000000000,0.6000000000,0.4000000000,0.8000000000,0.8000000000,0.5000000000,0.1000000000,0.1000000000,0.3174107800,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
354,"41360",경기도 남양주시,"2020",0.6000000000,0.8000000000,0.6000000000,0.7000000000,0.6000000000,0.4000000000,0.4000000000,0.8000000000,0.6000000000,0.6000000000,0.8000000000,0.7612973300,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
355,"41370",경기도 오산시,"2020",0.1000000000,0.7000000000,0.5000000000,0.6000000000,0.4000000000,0.3000000000,0.9000000000,0.6000000000,0.2000000000,0.2000000000,0.3000000000,0.3406160900,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
356,"41390",경기도 시흥시,"2020",0.2000000000,0.3000000000,0.3000000000,0.4000000000,0.5000000000,0.6000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.4000000000,0.3255529900,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
357,"41410",경기도 군포시,"2020",0.2000000000,0.5000000000,0.2000000000,0.1000000000,0.3000000000,0.2000000000,0.4000000000,0.1000000000,0.1000000000,0.4000000000,0.3000000000,0.2267607600,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
358,"41430",경기도 의왕시,"2020",0.3000000000,0.7000000000,0.1000000000,0.4000000000,0.2000000000,0.1000000000,0.2000000000,0.4000000000,0.2000000000,0.1000000000,0.5000000000,0.3829556300,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
359,"41450",경기도 하남시,"2020",0.6000000000,0.6000000000,0.4000000000,0.9000000000,0.7000000000,0.3000000000,0.5000000000,0.9000000000,0.3000000000,0.1000000000,0.4000000000,0.3581218600,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
360,"41460",경기도 용인시,"2020",0.2000000000,0.8000000000,0.9000000000,0.8000000000,0.8000000000,0.8000000000,0.7000000000,0.8000000000,0.8000000000,0.6000000000,0.5000000000,0.7291355700,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
361,"41480",경기도 파주시,"2020",0.9000000000,0.7000000000,0.9000000000,0.7000000000,0.9000000000,0.9000000000,0.6000000000,0.8000000000,0.8000000000,0.8000000000,0.8000000000,0.8176143300,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
362,"41500",경기도 이천시,"2020",0.1000000000,0.9000000000,0.9000000000,0.6000000000,0.7000000000,1.0000000000,0.7000000000,0.6000000000,1.0000000000,1.0000000000,0.8000000000,1.0000000000,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
363,"41550",경기도 안성시,"2020",0.1000000000,0.9000000000,0.9000000000,0.6000000000,0.7000000000,1.0000000000,0.9000000000,0.6000000000,0.9000000000,0.8000000000,0.9000000000,0.9705523100,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
364,"41570",경기도 김포시,"2020",1.0000000000,0.6000000000,1.0000000000,0.9000000000,1.0000000000,0.8000000000,0.6000000000,1.0000000000,0.9000000000,0.8000000000,0.4000000000,0.6730899700,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
365,"41590",경기도 화성시,"2020",0.1000000000,0.4000000000,0.8000000000,0.6000000000,0.9000000000,0.9000000000,0.6000000000,0.6000000000,0.7000000000,0.4000000000,0.6000000000,0.5030533300,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
366,"41610",경기도 광주시,"2020",0.4000000000,0.8000000000,0.7000000000,0.8000000000,0.7000000000,0.6000000000,0.7000000000,0.8000000000,0.7000000000,0.9000000000,0.9000000000,0.8777310400,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
367,"41630",경기도 양주시,"2020",0.9000000000,0.8000000000,0.5000000000,0.2000000000,0.3000000000,0.5000000000,0.2000000000,0.2000000000,0.5000000000,0.2000000000,0.6000000000,0.5776903200,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
368,"41650",경기도 포천시,"2020",0.7000000000,0.9000000000,0.6000000000,0.3000000000,0.4000000000,0.7000000000,0.4000000000,0.3000000000,0.8000000000,0.6000000000,0.8000000000,0.8590039400,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
369,"41670",경기도 여주시,"2020",0.2000000000,0.9000000000,0.8000000000,0.3000000000,0.5000000000,1.0000000000,0.3000000000,0.3000000000,1.0000000000,0.9000000000,0.7000000000,0.9381191500,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
370,"41800",경기도 연천군,"2020",0.8000000000,0.9000000000,0.4000000000,0.2000000000,0.2000000000,0.7000000000,0.6000000000,0.3000000000,0.6000000000,1.0000000000,0.9000000000,0.8864160700,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
371,"41820",경기도 가평군,"2020",0.5000000000,0.9000000000,0.7000000000,0.4000000000,0.3000000000,0.6000000000,0.5000000000,0.4000000000,0.6000000000,0.8000000000,1.0000000000,0.8933369500,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
372,"41830",경기도 양평군,"2020",0.3000000000,0.8000000000,0.8000000000,0.6000000000,0.6000000000,0.7000000000,0.8000000000,0.6000000000,0.8000000000,0.7000000000,0.8000000000,0.8378341700,system,2025-05-08 20:16:14.917,system,2025-05-08 20:16:14.917
373,"41110",경기도 수원시,"2023",0.2000000000,0.5000000000,0.5000000000,0.9000000000,0.8000000000,0.5000000000,0.9000000000,0.9000000000,0.4000000000,0.3000000000,0.1000000000,0.2734428000,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
374,"41130",경기도 성남시,"2023",0.5000000000,0.6000000000,0.1000000000,0.1000000000,0.3000000000,0.1000000000,0.1000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2444022300,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
375,"41150",경기도 의정부시,"2023",0.9000000000,0.5000000000,0.2000000000,0.5000000000,0.1000000000,0.2000000000,0.2000000000,0.5000000000,0.2000000000,0.4000000000,0.2000000000,0.2339530500,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
376,"41170",경기도 안양시,"2023",0.4000000000,0.6000000000,0.5000000000,1.0000000000,0.9000000000,0.1000000000,1.0000000000,1.0000000000,0.1000000000,0.8000000000,0.1000000000,0.3061473700,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
377,"41190",경기도 부천시,"2023",0.4000000000,0.6000000000,0.3000000000,0.4000000000,0.1000000000,0.4000000000,0.4000000000,0.4000000000,0.3000000000,0.1000000000,0.1000000000,0.2305604600,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
378,"41210",경기도 광명시,"2023",0.4000000000,0.7000000000,0.6000000000,1.0000000000,1.0000000000,0.4000000000,1.0000000000,1.0000000000,0.5000000000,0.2000000000,0.1000000000,0.3936762100,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
379,"41220",경기도 평택시,"2023",0.1000000000,0.8000000000,1.0000000000,0.9000000000,1.0000000000,1.0000000000,1.0000000000,0.9000000000,0.9000000000,0.7000000000,0.3000000000,0.7163794300,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
380,"41250",경기도 동두천시,"2023",0.9000000000,0.3000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.5000000000,0.2000000000,0.1093771200,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
381,"41270",경기도 안산시,"2023",0.2000000000,0.5000000000,0.3000000000,0.3000000000,0.3000000000,0.5000000000,0.3000000000,0.3000000000,0.4000000000,0.6000000000,0.1000000000,0.2936626400,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
382,"41280",경기도 고양시,"2023",0.9000000000,0.4000000000,1.0000000000,1.0000000000,1.0000000000,0.8000000000,1.0000000000,1.0000000000,1.0000000000,0.4000000000,0.2000000000,0.4797123100,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
383,"41290",경기도 과천시,"2023",0.5000000000,0.5000000000,0.1000000000,0.1000000000,0.2000000000,0.2000000000,0.1000000000,0.1000000000,0.3000000000,0.3000000000,0.2000000000,0.2407382300,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
384,"41310",경기도 구리시,"2023",0.9000000000,0.8000000000,0.4000000000,0.8000000000,0.7000000000,0.3000000000,0.9000000000,0.9000000000,0.4000000000,0.1000000000,0.1000000000,0.3855339900,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
385,"41360",경기도 남양주시,"2023",0.8000000000,0.8000000000,0.6000000000,0.7000000000,0.7000000000,0.4000000000,0.5000000000,0.8000000000,0.6000000000,0.6000000000,0.5000000000,0.6616908700,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
386,"41370",경기도 오산시,"2023",0.2000000000,0.7000000000,0.5000000000,0.6000000000,0.5000000000,0.3000000000,0.9000000000,0.6000000000,0.3000000000,0.1000000000,0.1000000000,0.2916270900,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
387,"41390",경기도 시흥시,"2023",0.2000000000,0.7000000000,0.4000000000,0.4000000000,0.5000000000,0.6000000000,0.6000000000,0.5000000000,0.6000000000,0.4000000000,0.2000000000,0.4672275800,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
388,"41410",경기도 군포시,"2023",0.3000000000,0.5000000000,0.3000000000,0.3000000000,0.3000000000,0.2000000000,0.6000000000,0.2000000000,0.1000000000,0.4000000000,0.1000000000,0.1625729400,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
389,"41430",경기도 의왕시,"2023",0.3000000000,0.5000000000,0.1000000000,0.4000000000,0.2000000000,0.1000000000,0.2000000000,0.4000000000,0.2000000000,0.1000000000,0.3000000000,0.2184828300,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
390,"41450",경기도 하남시,"2023",0.7000000000,0.7000000000,0.4000000000,0.9000000000,0.8000000000,0.3000000000,0.5000000000,0.9000000000,0.4000000000,0.1000000000,0.3000000000,0.4069751700,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
391,"41460",경기도 용인시,"2023",0.2000000000,0.6000000000,0.9000000000,0.9000000000,0.9000000000,0.8000000000,0.8000000000,0.9000000000,0.8000000000,0.7000000000,0.2000000000,0.5509567100,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
392,"41480",경기도 파주시,"2023",1.0000000000,0.5000000000,1.0000000000,0.8000000000,0.9000000000,0.9000000000,0.7000000000,0.9000000000,0.9000000000,0.8000000000,0.5000000000,0.6547699800,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
393,"41500",경기도 이천시,"2023",0.1000000000,0.6000000000,0.9000000000,0.7000000000,0.7000000000,1.0000000000,0.7000000000,0.6000000000,1.0000000000,1.0000000000,0.5000000000,0.7539693300,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
394,"41550",경기도 안성시,"2023",0.1000000000,0.9000000000,1.0000000000,0.7000000000,0.7000000000,1.0000000000,0.9000000000,0.7000000000,1.0000000000,0.8000000000,0.6000000000,0.9036504300,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
395,"41570",경기도 김포시,"2023",1.0000000000,0.5000000000,1.0000000000,1.0000000000,1.0000000000,0.8000000000,0.7000000000,1.0000000000,0.9000000000,0.7000000000,0.3000000000,0.5760618800,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
396,"41590",경기도 화성시,"2023",0.1000000000,0.7000000000,0.8000000000,0.7000000000,0.9000000000,0.9000000000,0.7000000000,0.7000000000,0.8000000000,0.4000000000,0.4000000000,0.6148731200,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
397,"41610",경기도 광주시,"2023",0.5000000000,0.5000000000,0.7000000000,0.8000000000,0.8000000000,0.6000000000,0.8000000000,0.8000000000,0.7000000000,0.9000000000,0.6000000000,0.6333288100,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
398,"41630",경기도 양주시,"2023",0.9000000000,0.3000000000,0.5000000000,0.3000000000,0.4000000000,0.5000000000,0.3000000000,0.3000000000,0.5000000000,0.1000000000,0.4000000000,0.2578368800,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
399,"41650",경기도 포천시,"2023",0.8000000000,0.3000000000,0.6000000000,0.3000000000,0.4000000000,0.7000000000,0.4000000000,0.4000000000,0.8000000000,0.6000000000,0.6000000000,0.5041389600,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
400,"41670",경기도 여주시,"2023",0.2000000000,0.5000000000,0.8000000000,0.4000000000,0.5000000000,0.9000000000,0.3000000000,0.4000000000,1.0000000000,0.9000000000,0.5000000000,0.6797394500,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
401,"41800",경기도 연천군,"2023",0.8000000000,0.6000000000,0.4000000000,0.2000000000,0.2000000000,0.7000000000,0.6000000000,0.3000000000,0.6000000000,1.0000000000,0.7000000000,0.6737684900,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
402,"41820",경기도 가평군,"2023",0.5000000000,0.7000000000,0.6000000000,0.4000000000,0.4000000000,0.6000000000,0.6000000000,0.4000000000,0.6000000000,0.7000000000,0.9000000000,0.7493554100,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
403,"41830",경기도 양평군,"2023",0.5000000000,0.3000000000,0.8000000000,0.6000000000,0.6000000000,0.7000000000,0.8000000000,0.6000000000,0.8000000000,0.7000000000,0.7000000000,0.5634414400,system,2025-05-08 20:16:51.990,system,2025-05-08 20:16:51.990
404,"41110",경기도 수원시,"2022",0.3000000000,1.0000000000,0.5000000000,0.8000000000,0.9000000000,0.5000000000,0.9000000000,0.7000000000,0.4000000000,0.3000000000,0.1000000000,0.5117383600,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
405,"41130",경기도 성남시,"2022",0.5000000000,1.0000000000,0.2000000000,0.1000000000,0.4000000000,0.1000000000,0.1000000000,0.1000000000,0.2000000000,0.3000000000,0.2000000000,0.4525715800,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
406,"41150",경기도 의정부시,"2022",0.9000000000,0.9000000000,0.2000000000,0.5000000000,0.1000000000,0.2000000000,0.3000000000,0.5000000000,0.2000000000,0.4000000000,0.2000000000,0.4267879000,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
407,"41170",경기도 안양시,"2022",0.4000000000,1.0000000000,0.6000000000,1.0000000000,0.9000000000,0.1000000000,1.0000000000,1.0000000000,0.1000000000,0.8000000000,0.1000000000,0.4988465200,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
408,"41190",경기도 부천시,"2022",0.4000000000,1.0000000000,0.3000000000,0.5000000000,0.6000000000,0.4000000000,0.3000000000,0.4000000000,0.3000000000,0.2000000000,0.1000000000,0.4489075900,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
409,"41210",경기도 광명시,"2022",0.4000000000,1.0000000000,0.6000000000,1.0000000000,1.0000000000,0.4000000000,1.0000000000,1.0000000000,0.5000000000,0.2000000000,0.1000000000,0.5382005700,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
410,"41220",경기도 평택시,"2022",0.1000000000,0.9000000000,1.0000000000,0.9000000000,1.0000000000,1.0000000000,0.9000000000,0.9000000000,0.9000000000,0.7000000000,0.4000000000,0.7984801200,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
411,"41250",경기도 동두천시,"2022",0.9000000000,0.9000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.1000000000,0.5000000000,0.3000000000,0.4324874500,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
412,"41270",경기도 안산시,"2022",0.2000000000,1.0000000000,0.3000000000,0.3000000000,0.3000000000,0.5000000000,0.3000000000,0.3000000000,0.4000000000,0.6000000000,0.1000000000,0.5345365700,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
413,"41280",경기도 고양시,"2022",0.9000000000,0.9000000000,1.0000000000,1.0000000000,1.0000000000,0.8000000000,1.0000000000,1.0000000000,1.0000000000,0.4000000000,0.2000000000,0.7205862400,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
414,"41290",경기도 과천시,"2022",0.5000000000,0.9000000000,0.1000000000,0.1000000000,0.2000000000,0.2000000000,0.1000000000,0.1000000000,0.3000000000,0.3000000000,0.3000000000,0.4674989800,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
415,"41310",경기도 구리시,"2022",0.9000000000,0.9000000000,0.4000000000,0.8000000000,0.7000000000,0.3000000000,0.9000000000,0.8000000000,0.4000000000,0.1000000000,0.1000000000,0.4316732300,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
416,"41360",경기도 남양주시,"2022",0.8000000000,1.0000000000,0.6000000000,0.7000000000,0.7000000000,0.4000000000,0.4000000000,0.8000000000,0.6000000000,0.6000000000,0.5000000000,0.7579047400,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
417,"41370",경기도 오산시,"2022",0.1000000000,1.0000000000,0.4000000000,0.6000000000,0.5000000000,0.3000000000,0.9000000000,0.6000000000,0.3000000000,0.1000000000,0.1000000000,0.4358800400,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
418,"41390",경기도 시흥시,"2022",0.2000000000,1.0000000000,0.3000000000,0.5000000000,0.6000000000,0.6000000000,0.6000000000,0.5000000000,0.6000000000,0.5000000000,0.2000000000,0.6299362200,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
419,"41410",경기도 군포시,"2022",0.3000000000,1.0000000000,0.2000000000,0.1000000000,0.4000000000,0.2000000000,0.5000000000,0.1000000000,0.1000000000,0.4000000000,0.2000000000,0.4358800400,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
420,"41430",경기도 의왕시,"2022",0.4000000000,1.0000000000,0.1000000000,0.4000000000,0.2000000000,0.1000000000,0.2000000000,0.4000000000,0.2000000000,0.1000000000,0.3000000000,0.4596281700,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
421,"41450",경기도 하남시,"2022",0.7000000000,1.0000000000,0.4000000000,0.9000000000,0.8000000000,0.3000000000,0.5000000000,0.9000000000,0.4000000000,0.1000000000,0.3000000000,0.5514995300,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
422,"41460",경기도 용인시,"2022",0.2000000000,1.0000000000,0.9000000000,0.8000000000,0.9000000000,0.8000000000,0.8000000000,0.8000000000,0.7000000000,0.7000000000,0.2000000000,0.7083729100,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
423,"41480",경기도 파주시,"2022",1.0000000000,0.9000000000,0.9000000000,0.7000000000,0.9000000000,0.9000000000,0.7000000000,0.8000000000,0.9000000000,0.8000000000,0.5000000000,0.8447550500,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
424,"41500",경기도 이천시,"2022",0.1000000000,0.9000000000,0.9000000000,0.6000000000,0.7000000000,1.0000000000,0.7000000000,0.6000000000,1.0000000000,1.0000000000,0.5000000000,0.8978151700,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
425,"41550",경기도 안성시,"2022",0.1000000000,0.7000000000,1.0000000000,0.6000000000,0.7000000000,1.0000000000,0.9000000000,0.7000000000,1.0000000000,0.8000000000,0.6000000000,0.8066223400,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
426,"41570",경기도 김포시,"2022",1.0000000000,0.8000000000,1.0000000000,0.9000000000,1.0000000000,0.8000000000,0.7000000000,1.0000000000,0.9000000000,0.8000000000,0.3000000000,0.7355136400,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
427,"41590",경기도 화성시,"2022",0.1000000000,1.0000000000,0.8000000000,0.6000000000,0.9000000000,0.9000000000,0.7000000000,0.6000000000,0.8000000000,0.4000000000,0.4000000000,0.7566834000,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
428,"41610",경기도 광주시,"2022",0.5000000000,1.0000000000,0.7000000000,0.8000000000,0.8000000000,0.6000000000,0.7000000000,0.8000000000,0.7000000000,0.9000000000,0.7000000000,0.9081286500,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
429,"41630",경기도 양주시,"2022",0.9000000000,1.0000000000,0.5000000000,0.2000000000,0.4000000000,0.5000000000,0.3000000000,0.2000000000,0.5000000000,0.1000000000,0.5000000000,0.6264079300,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
430,"41650",경기도 포천시,"2022",0.8000000000,0.9000000000,0.6000000000,0.3000000000,0.4000000000,0.7000000000,0.4000000000,0.4000000000,0.8000000000,0.6000000000,0.6000000000,0.7931876800,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
431,"41670",경기도 여주시,"2022",0.2000000000,0.9000000000,0.8000000000,0.3000000000,0.5000000000,0.9000000000,0.3000000000,0.3000000000,1.0000000000,0.9000000000,0.5000000000,0.8697245200,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
432,"41800",경기도 연천군,"2022",0.8000000000,0.8000000000,0.4000000000,0.2000000000,0.2000000000,0.7000000000,0.6000000000,0.3000000000,0.6000000000,1.0000000000,0.8000000000,0.8041796700,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
433,"41820",경기도 가평군,"2022",0.5000000000,0.9000000000,0.6000000000,0.4000000000,0.4000000000,0.6000000000,0.5000000000,0.4000000000,0.6000000000,0.7000000000,0.9000000000,0.8455692800,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
434,"41830",경기도 양평군,"2022",0.5000000000,1.0000000000,0.8000000000,0.5000000000,0.7000000000,0.7000000000,0.8000000000,0.6000000000,0.8000000000,0.7000000000,0.7000000000,0.9018862800,system,2025-05-08 20:18:03.693,system,2025-05-08 20:18:03.693
435,"41110",경기도 수원시,"2021",0.2000000000,0.2000000000,0.5000000000,0.8000000000,0.8000000000,0.5000000000,0.8000000000,0.7000000000,0.4000000000,0.3000000000,0.1000000000,0.1240331100,system,2025-05-08 20:18:14.324,system,2025-05-08 20:18:14.324
