"fbctn_yr","admdst_cd","admdst_se_cd","impvs_cd","admdst_nm","impvs_nm","biotop_area","frst_rgtr_id","frst_reg_dt","mdfr_id","mdfcn_dt"
"2025","4161000000",ADM002,F,광주시,수공간,16910324.156618417,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4163000000",ADM002,A,양주시,건폐지,60929250.629248641,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4163000000",ADM002,B,양주시,비건폐포장지,14550466.692811919,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4163000000",ADM002,C,양주시,반투수포장지,18056739.785650316,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4163000000",ADM002,D,양주시,투수포장,8791711.970501195,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4163000000",ADM002,E,양주시,녹지,201900042.607906805,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4163000000",ADM002,F,양주시,수공간,6263821.266313346,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4165000000",ADM002,A,포천시,건폐지,101390952.985301431,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4165000000",ADM002,B,포천시,비건폐포장지,16965468.038781460,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4165000000",ADM002,C,포천시,반투수포장지,17004592.918218680,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4165000000",ADM002,D,포천시,투수포장,16509497.709998074,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4165000000",ADM002,E,포천시,녹지,659885134.676163250,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4165000000",ADM002,F,포천시,수공간,14062402.223905553,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4167000000",ADM002,A,여주시,건폐지,55167567.384828618,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4167000000",ADM002,B,여주시,비건폐포장지,20182273.133544795,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4167000000",ADM002,C,여주시,반투수포장지,16048037.951202011,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4167000000",ADM002,D,여주시,투수포장,19985125.003494252,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4167000000",ADM002,E,여주시,녹지,468158379.380086796,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4167000000",ADM002,F,여주시,수공간,27839219.286598800,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4180000000",ADM002,A,연천군,건폐지,46238157.694366670,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4180000000",ADM002,B,연천군,비건폐포장지,12243990.218271552,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4180000000",ADM002,C,연천군,반투수포장지,7909287.853099457,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4180000000",ADM002,D,연천군,투수포장,14207708.359604590,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4180000000",ADM002,E,연천군,녹지,562842951.684941400,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4180000000",ADM002,F,연천군,수공간,22857174.129517930,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4182000000",ADM002,A,가평군,건폐지,37503867.572816090,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4182000000",ADM002,B,가평군,비건폐포장지,11523825.001755940,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4182000000",ADM002,C,가평군,반투수포장지,18712415.572562400,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4182000000",ADM002,D,가평군,투수포장,7440932.977078333,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4182000000",ADM002,E,가평군,녹지,739235109.006169500,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4182000000",ADM002,F,가평군,수공간,26358729.647737810,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4183000000",ADM002,A,양평군,건폐지,65095144.124358820,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4183000000",ADM002,B,양평군,비건폐포장지,19443007.116826163,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4183000000",ADM002,C,양평군,반투수포장지,22837565.620513540,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4183000000",ADM002,D,양평군,투수포장,13275664.435141760,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4183000000",ADM002,E,양평군,녹지,723876196.011787600,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4183000000",ADM002,F,양평군,수공간,32318214.618249600,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111100000",ADM003,A,장안구,건폐지,8222163.106198907,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111100000",ADM003,B,장안구,비건폐포장지,3462749.478745828,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111100000",ADM003,C,장안구,반투수포장지,993222.448028131,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111100000",ADM003,D,장안구,투수포장,353829.952115852,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111100000",ADM003,E,장안구,녹지,19568701.852145947,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111100000",ADM003,F,장안구,수공간,748917.681407906,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111300000",ADM003,A,권선구,건폐지,18526518.235389805,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111300000",ADM003,B,권선구,비건폐포장지,6575761.727052072,system,2025-07-17 16:18:32.184,system,2025-07-17 16:18:32.184
"2025","4111300000",ADM003,C,권선구,반투수포장지,2572138.308845159,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111300000",ADM003,D,권선구,투수포장,275657.888850949,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111300000",ADM003,E,권선구,녹지,18357075.244214744,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111300000",ADM003,F,권선구,수공간,846366.712287222,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111500000",ADM003,A,팔달구,건폐지,6846259.733904220,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111500000",ADM003,B,팔달구,비건폐포장지,2639840.321975813,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111500000",ADM003,C,팔달구,반투수포장지,449305.463497895,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111500000",ADM003,D,팔달구,투수포장,10667.930320676,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111500000",ADM003,E,팔달구,녹지,2665806.963769270,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111500000",ADM003,F,팔달구,수공간,251920.642916074,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111700000",ADM003,A,영통구,건폐지,11062460.049940163,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111700000",ADM003,B,영통구,비건폐포장지,4138505.870475282,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111700000",ADM003,C,영통구,반투수포장지,735006.317404202,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111700000",ADM003,D,영통구,투수포장,165011.840840172,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111700000",ADM003,E,영통구,녹지,10771715.137451659,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4111700000",ADM003,F,영통구,수공간,825532.281159629,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113100000",ADM003,A,수정구,건폐지,13037465.307245616,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113100000",ADM003,B,수정구,비건폐포장지,4004663.083479519,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113100000",ADM003,C,수정구,반투수포장지,2528095.591338659,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113100000",ADM003,D,수정구,투수포장,412299.456021975,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113100000",ADM003,E,수정구,녹지,24707205.797523078,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113100000",ADM003,F,수정구,수공간,660847.612531910,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113300000",ADM003,A,중원구,건폐지,6034162.450563696,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113300000",ADM003,B,중원구,비건폐포장지,2836971.175056679,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113300000",ADM003,C,중원구,반투수포장지,684024.299235332,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113300000",ADM003,D,중원구,투수포장,266883.139829527,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113300000",ADM003,E,중원구,녹지,16422668.138760940,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113300000",ADM003,F,중원구,수공간,155228.792967029,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113500000",ADM003,A,분당구,건폐지,18153544.620330124,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113500000",ADM003,B,분당구,비건폐포장지,7183660.738576889,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113500000",ADM003,C,분당구,반투수포장지,1052332.616689264,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113500000",ADM003,D,분당구,투수포장,1283334.254382187,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113500000",ADM003,E,분당구,녹지,40725395.385459238,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4113500000",ADM003,F,분당구,수공간,1303339.162491763,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117100000",ADM003,A,만안구,건폐지,12097395.486924780,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117100000",ADM003,B,만안구,비건폐포장지,2990676.995952776,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117100000",ADM003,C,만안구,반투수포장지,725583.131388499,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117100000",ADM003,D,만안구,투수포장,213340.868356562,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117100000",ADM003,E,만안구,녹지,19860274.059046830,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117100000",ADM003,F,만안구,수공간,715811.597583233,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117300000",ADM003,A,동안구,건폐지,8585876.011461480,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117300000",ADM003,B,동안구,비건폐포장지,3140402.132906467,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117300000",ADM003,C,동안구,반투수포장지,878287.367113594,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117300000",ADM003,D,동안구,투수포장,197351.982168409,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117300000",ADM003,E,동안구,녹지,8970089.393020642,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4117300000",ADM003,F,동안구,수공간,162996.029795297,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119200000",ADM003,A,원미구,건폐지,9782764.616722888,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119200000",ADM003,B,원미구,비건폐포장지,4047276.841066692,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119200000",ADM003,C,원미구,반투수포장지,457666.724283052,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119200000",ADM003,D,원미구,투수포장,65620.739964581,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119200000",ADM003,E,원미구,녹지,6170607.326636757,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119200000",ADM003,F,원미구,수공간,99924.011354724,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119400000",ADM003,A,소사구,건폐지,5269100.528581239,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119400000",ADM003,B,소사구,비건폐포장지,2022828.799107578,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119400000",ADM003,C,소사구,반투수포장지,438090.657539411,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119400000",ADM003,D,소사구,투수포장,35480.071145030,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119400000",ADM003,E,소사구,녹지,5035259.372086601,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119400000",ADM003,F,소사구,수공간,70891.184759206,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119600000",ADM003,A,오정구,건폐지,7771714.949917044,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119600000",ADM003,B,오정구,비건폐포장지,2934953.180504797,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119600000",ADM003,C,오정구,반투수포장지,848997.941804384,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119600000",ADM003,D,오정구,투수포장,73938.873559923,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119600000",ADM003,E,오정구,녹지,7780603.805516683,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4119600000",ADM003,F,오정구,수공간,685720.864731646,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127100000",ADM003,A,상록구,건폐지,13028007.873862040,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127100000",ADM003,B,상록구,비건폐포장지,6705765.069468311,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127100000",ADM003,C,상록구,반투수포장지,1879230.782226914,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127100000",ADM003,D,상록구,투수포장,943964.324409480,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127100000",ADM003,E,상록구,녹지,34806921.558554694,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127100000",ADM003,F,상록구,수공간,584629.925526511,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127300000",ADM003,A,단원구,건폐지,26810288.000285402,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127300000",ADM003,B,단원구,비건폐포장지,9666182.666500981,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127300000",ADM003,C,단원구,반투수포장지,4860104.301680710,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127300000",ADM003,D,단원구,투수포장,3499742.896959451,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127300000",ADM003,E,단원구,녹지,44933849.422886342,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4127300000",ADM003,F,단원구,수공간,1771937.339369727,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128100000",ADM003,A,덕양구,건폐지,39979159.267075217,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128100000",ADM003,B,덕양구,비건폐포장지,12814785.897766038,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128100000",ADM003,C,덕양구,반투수포장지,5327920.836566674,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128100000",ADM003,D,덕양구,투수포장,3262396.120252791,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128100000",ADM003,E,덕양구,녹지,95925242.932902627,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128100000",ADM003,F,덕양구,수공간,7967237.445126166,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128500000",ADM003,A,일산동구,건폐지,24158025.951784570,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128500000",ADM003,B,일산동구,비건폐포장지,6361901.928416598,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128500000",ADM003,C,일산동구,반투수포장지,4204572.987862363,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128500000",ADM003,D,일산동구,투수포장,1073881.513457790,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128500000",ADM003,E,일산동구,녹지,22558885.904079155,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128500000",ADM003,F,일산동구,수공간,1607403.189968990,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128700000",ADM003,A,일산서구,건폐지,13932399.761708372,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128700000",ADM003,B,일산서구,비건폐포장지,4626923.290318768,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128700000",ADM003,C,일산서구,반투수포장지,1588341.220811746,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128700000",ADM003,D,일산서구,투수포장,121334.547546843,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128700000",ADM003,E,일산서구,녹지,16252763.250924796,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4128700000",ADM003,F,일산서구,수공간,4800397.789262783,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146100000",ADM003,A,처인구,건폐지,62056347.805047869,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146100000",ADM003,B,처인구,비건폐포장지,17930542.614634156,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146100000",ADM003,C,처인구,반투수포장지,23391565.038494136,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146100000",ADM003,D,처인구,투수포장,11758181.359736691,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146100000",ADM003,E,처인구,녹지,339751144.203677812,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146100000",ADM003,F,처인구,수공간,12981177.457899624,system,2025-07-17 16:18:32.252,system,2025-07-17 16:18:32.252
"2025","4146300000",ADM003,A,기흥구,건폐지,21179824.340118092,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146300000",ADM003,B,기흥구,비건폐포장지,8516433.925142879,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146300000",ADM003,C,기흥구,반투수포장지,3407238.514966081,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146300000",ADM003,D,기흥구,투수포장,823025.356783580,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146300000",ADM003,E,기흥구,녹지,45362677.171656113,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146300000",ADM003,F,기흥구,수공간,2493553.267064709,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146500000",ADM003,A,수지구,건폐지,11160868.408586180,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146500000",ADM003,B,수지구,비건폐포장지,3583036.555189218,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146500000",ADM003,C,수지구,반투수포장지,1471511.607653646,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146500000",ADM003,D,수지구,투수포장,322917.786299269,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146500000",ADM003,E,수지구,녹지,25017623.253358570,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
"2025","4146500000",ADM003,F,수지구,수공간,561265.056713408,system,2025-07-17 16:18:32.322,system,2025-07-17 16:18:32.322
